t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,7765,4256,128268,-10705,2919,124504,51,19233,209,1,36950,
1002,-1124,-3107,128370,5170,-3889,131368,77,19236,315,0,36951,0.0010019999999999999
2000,2471,-5993,126351,10648,-8032,130875,63,19236,258,0,36952,0.0009980000000000002
3000,4343,4400,128442,-13628,1859,123994,54,19232,258,0,36953,0.001
4000,1785,15328,132603,468,14534,125084,47,19237,221,0,36954,0.001
5000,6244,-2545,125317,7167,-2756,128543,47,19235,192,0,36955,0.001
6000,42,3031,129912,-4727,1169,129131,64,19227,262,1,36956,0.001
7000,-563,-9222,126985,-7811,-5888,130077,76,19233,311,1,36957,0.0009999999999999992
8000,4553,5602,127317,6260,6358,123901,62,19233,254,1,36958,0.0010000000000000009
9000,203,9819,129887,-1675,10386,123162,53,19232,254,1,36959,0.0009999999999999992
10000,6638,6906,127894,-5120,-499,127241,70,19232,217,1,36960,0.0010000000000000009
11000,3521,-1806,126693,1625,-4680,126687,70,19228,287,0,36961,0.0009999999999999992
12000,-666,-6207,126108,1443,-7100,135224,71,19234,291,0,36962,0.0010000000000000009
13000,3692,8604,128578,-4011,12244,117496,56,19234,229,0,36963,0.0009999999999999992
14000,2677,11461,129872,-3323,5563,127351,46,19236,188,0,36964,0.0009999999999999992
15000,5085,-2088,127312,7455,-5959,130971,59,19236,188,1,36965,0.0010000000000000009
16000,1167,-4097,125946,2435,-2419,126012,64,19232,242,1,36966,0.0010000000000000009
17000,2803,2985,127600,-11411,2234,126125,64,19233,262,1,36967,0.0009999999999999974
18000,249,8498,128213,-1172,10082,124503,67,19232,274,1,36968,0.0010000000000000009
19000,1481,10725,129142,5796,7160,124502,53,19237,217,1,36969,0.0010000000000000009
20000,1105,164,127328,-8338,-3847,129415,67,19228,274,1,36970,0.0010000000000000009
21000,-614,-7242,127644,-4386,-9302,130191,103,19228,274,0,36971,0.0009999999999999974
22001,-1507,-7503,126354,4892,-6550,132129,66,19225,422,0,36972,0.0010010000000000019
23000,4060,11053,129658,-5783,14535,120983,66,19236,270,0,36973,0.0009989999999999999
24000,676,20209,131072,-8783,16895,120004,52,19235,213,0,36974,0.0010000000000000009
25000,1814,1282,126134,1482,-4824,129641,58,19232,238,1,36975,0.0009999999999999974
26000,-4304,-9947,124925,1599,-11143,128967,73,19235,299,1,36976,0.0010000000000000009
27000,-3532,-2710,127644,-10503,-2433,129094,70,19235,299,1,36977,0.0010000000000000009
28000,-280,6794,127115,-6867,7806,122934,56,19232,287,1,36978,0.0009999999999999974
29000,3209,20745,131297,1436,19629,120228,56,19234,229,1,36979,0.0010000000000000009
30000,4156,3544,129234,881,-1022,129100,57,19229,233,0,36980,0.0010000000000000009
31000,72,-11704,125231,-4710,-13179,132355,52,19231,213,0,36981,0.0010000000000000009
32000,-1306,-8953,127722,-3930,-8958,131014,76,19231,311,0,36982,0.0010000000000000009
33001,105,7252,129426,-3408,7912,124802,65,19231,311,0,36983,0.001000999999999995
34000,-4505,13287,128720,-4439,11232,122758,56,19235,266,0,36984,0.0009989999999999999
35000,-1880,2113,126503,-10517,834,128216,56,19233,229,0,36985,0.0010000000000000009
36002,1537,4327,128156,-5545,2405,122957,76,19224,311,1,36986,0.0010020000000000029
37000,-6104,-6072,125542,3594,-7880,131877,70,19230,287,1,36987,0.0009979999999999989
38000,-714,4769,128033,-13413,4367,124864,69,19231,283,1,36988,0.0010000000000000009
39001,2553,8999,130877,-8230,6971,125080,62,19231,254,1,36989,0.0010010000000000019
40002,-375,-98,127560,4868,-1896,128734,82,19228,254,0,36990,0.001000999999999995
41002,-3993,-8729,125212,-4649,-10569,129300,64,19230,336,0,36991,0.0010000000000000009
42000,-283,-2114,128475,-9329,-3174,129927,64,19230,262,0,36992,0.0009979999999999989
43000,1255,8924,128509,-3063,7362,124359,64,19235,262,0,36993,0.0010000000000000009
44000,272,12620,128949,694,11274,122352,58,19237,238,0,36994,0.0010000000000000009
45000,106,7832,129398,-6477,7297,122875,68,19237,279,1,36995,0.0010000000000000009
46000,-2542,-12558,126092,-3766,-13382,133990,66,19231,279,1,36996,0.0010000000000000009
47000,1667,-8566,127316,144,-10870,131476,66,19232,270,1,36997,0.0010000000000000009
48000,-40,2151,128932,-5591,734,128028,66,19235,270,1,36998,0.0010000000000000009
49000,796,13640,130295,-3258,12631,121584,54,19233,221,1,36999,0.000999999999999994
50000,2476,2981,128280,-58,2642,128804,65,19230,266,1,37000,0.0010000000000000009
51000,-1430,-2139,127951,-4932,-3079,128002,82,19230,336,0,37001,0.0010000000000000009
52001,473,-1887,127116,-5196,-2884,129728,66,19236,336,0,37002,0.0010010000000000019
53000,41,-674,127634,-442,-3720,125801,52,19234,270,0,37003,0.0009989999999999999
54000,2345,5140,128284,-1115,1466,126539,52,19234,213,0,37004,0.0010000000000000009
55000,3260,2426,128507,-1874,-619,127184,57,19230,233,1,37005,0.0010000000000000009
56000,-458,-1845,128042,-1871,-4792,129226,80,19233,328,1,37006,0.000999999999999994
57000,2924,-4128,128018,-418,-1699,128483,67,19235,274,1,37007,0.0010000000000000009
58000,2607,6802,129109,-308,4623,123656,54,19235,274,1,37008,0.0010000000000000009
59000,2152,5491,128066,-4427,3915,124953,56,19236,221,1,37009,0.0010000000000000009
60003,1934,-811,127271,3281,-4446,129977,56,19232,229,0,37010,0.001002999999999997
61002,-894,-6116,127552,4296,-6580,130943,72,19235,295,0,37011,0.0009990000000000068
62001,5688,119,127970,-6179,1338,126740,61,19232,250,0,37012,0.0009989999999999999
63000,1345,8668,130101,-862,10288,122856,53,19238,217,0,37013,0.0009989999999999999
64000,5950,9900,130140,4471,3722,127577,50,19238,217,0,37014,0.0010000000000000009
65000,2126,-5859,126264,-548,-6738,130586,73,19228,205,0,37015,0.0010000000000000009
66000,-266,-2422,128917,-9699,-4425,129267,73,19227,299,1,37016,0.0010000000000000009
67000,3766,-2885,126052,2256,-1697,129016,67,19234,274,1,37017,0.000999999999999987
68000,-595,11634,128711,5070,12125,121481,57,19239,233,1,37018,0.0010000000000000009
69000,6100,11736,129005,-9052,8777,122024,54,19233,221,1,37019,0.0010000000000000009
70000,3833,-2872,126278,-655,-8048,131516,77,19233,221,0,37020,0.0010000000000000009
71000,61,-7776,126557,6119,-8702,130427,58,19226,315,0,37021,0.0010000000000000009
72000,1917,1220,128432,-250,3943,126013,58,19234,238,0,37022,0.0010000000000000009
73000,2296,15487,130732,-10932,13018,119581,54,19235,221,0,37023,0.0010000000000000009
74000,4119,1298,127654,5249,-1930,131839,47,19235,192,0,37024,0.0010000000000000009
75000,3836,-3289,126332,9006,-4529,127178,63,19229,258,1,37025,0.0010000000000000009
76000,1017,-790,126683,-9828,-1538,125561,69,19229,258,1,37026,0.0010000000000000009
77000,1962,6042,127411,-7250,6175,125282,63,19232,283,1,37027,0.0010000000000000009
78000,1145,12965,129429,5980,12181,123196,63,19236,258,1,37028,0.0010000000000000009
79000,1092,5472,128346,-2628,2656,127447,54,19232,221,1,37029,0.0010000000000000009
