t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,1396,3265,128099,-3076,2084,126175,44,19239,180,1,11758,
1000,3798,2581,127902,303,561,127463,36,19240,147,1,11759,0.001
2003,2185,1860,127987,-1543,349,127375,38,19238,156,1,11760,0.001003
3003,1107,949,127931,-2476,-259,127336,35,19244,143,1,11761,0.001
4000,719,1171,128224,-2971,-477,127590,31,19244,143,1,11762,0.000997
5000,841,1286,128034,-1553,356,127342,32,19241,127,1,11763,0.001
6000,1270,2420,128065,-3082,1278,126438,32,19244,131,1,11764,0.001
7000,425,2858,128170,-3348,838,127078,32,19241,131,1,11765,0.0009999999999999992
8000,413,2690,128134,-1489,1835,126858,35,19240,143,1,11766,0.0010000000000000009
9006,-302,2704,127888,-3232,1075,127404,42,19242,172,0,11767,0.001006
10000,-234,2835,127928,-3793,1576,127014,36,19242,172,0,11768,0.000994
11002,1922,3012,128205,-1367,1490,126383,36,19245,147,0,11769,0.0010019999999999994
12000,239,2598,127737,-2508,1079,126667,36,19239,147,0,11770,0.0009980000000000006
13000,585,2505,128154,-3136,630,127085,34,19241,139,0,11771,0.0009999999999999992
14003,331,856,127868,-2689,-243,127844,31,19240,127,0,11772,0.0010030000000000004
15002,1069,2401,128401,-1669,976,126930,29,19240,119,0,11773,0.0009989999999999999
16001,1339,3111,128298,-2647,1630,126502,32,19240,119,0,11774,0.0009989999999999982
17002,1176,2335,128326,-2355,615,127460,37,19239,131,0,11775,0.0010010000000000019
18003,1232,1503,128235,-1244,131,127520,37,19243,152,1,11776,0.0010009999999999984
19000,216,2061,128013,-2450,1019,127534,41,19245,168,1,11777,0.0009970000000000014
20002,2338,3578,128006,-1915,1831,126867,34,19238,139,1,11778,0.0010019999999999994
21000,1609,3174,128100,-2515,1896,126684,37,19242,152,1,11779,0.0009979999999999989
22000,1065,2298,127806,-715,1001,126935,34,19242,152,1,11780,0.0010000000000000009
23000,1369,2118,127618,-1624,736,127080,30,19242,139,1,11781,0.0010000000000000009
24000,1204,1776,127762,-2462,955,126916,30,19243,123,1,11782,0.0010000000000000009
25000,1554,3944,128085,-1948,2685,126187,32,19243,131,1,11783,0.0009999999999999974
26001,1091,4070,128067,-2328,2630,126141,33,19244,135,1,11784,0.0010010000000000019
27002,244,2504,127853,-2482,652,127470,34,19241,139,1,11785,0.0010009999999999984
28000,-66,919,127857,-3619,-573,127333,40,19241,164,1,11786,0.0009979999999999989
29000,-660,2114,128159,-3618,825,127333,43,19236,164,0,11787,0.0010000000000000009
30000,-77,3427,128213,-3498,2400,126672,38,19239,176,0,11788,0.0010000000000000009
31000,593,3666,128083,-2762,2183,126174,38,19244,156,0,11789,0.0010000000000000009
32001,1484,736,127674,-4139,-967,128631,33,19237,135,0,11790,0.0010010000000000019
33000,581,-578,127430,460,-1611,125722,34,19242,139,0,11791,0.0009989999999999999
34000,572,3079,128235,-1799,1882,127046,32,19242,131,0,11792,0.000999999999999994
35001,1590,3215,127979,-4584,1708,126371,31,19243,131,0,11793,0.0010010000000000019
36000,830,6188,128837,-1353,4792,126512,34,19238,127,0,11794,0.0009989999999999999
37001,1648,2430,127412,-2079,-15,127624,34,19239,139,0,11795,0.0010010000000000019
38000,-307,1167,127394,-2741,365,126193,39,19236,160,0,11796,0.0009989999999999999
39000,787,1848,127843,-1480,-116,127408,44,19241,180,1,11797,0.0010000000000000009
40000,3102,3044,127391,-1110,3196,126625,36,19241,147,1,11798,0.0010000000000000009
41000,2272,4773,128449,-2294,3101,126566,32,19241,147,1,11799,0.000999999999999994
42000,1634,4896,128519,-1275,1703,126445,32,19242,131,1,11800,0.0010000000000000009
43000,-707,293,127028,-2336,-1856,128042,32,19240,131,1,11801,0.0010000000000000009
44000,0,167,127704,-2367,-518,127552,29,19242,119,1,11802,0.0010000000000000009
45000,2141,1777,127820,-3389,1897,126597,29,19241,119,1,11803,0.0010000000000000009
46000,792,5649,128126,-2604,4964,124991,32,19239,131,1,11804,0.0010000000000000009
47000,285,5013,128671,-4153,1686,126983,37,19239,131,0,11805,0.0010000000000000009
48000,1234,-164,127281,-1911,-3012,128560,38,19239,152,0,11806,0.0010000000000000009
49000,-2142,1160,128215,2765,1921,125742,38,19240,156,0,11807,0.000999999999999994
50002,3737,33,127091,-9549,-3441,130117,39,19238,160,0,11808,0.0010020000000000029
51000,934,3271,128604,-2370,7621,123728,37,19241,152,0,11809,0.0009979999999999989
52000,1536,9417,128876,5629,3848,127044,32,19245,131,0,11810,0.0010000000000000009
53000,81,458,126458,-12176,-564,126458,32,19245,131,0,11811,0.0010000000000000009
54000,-4173,2147,128324,-695,-322,126423,31,19243,131,0,11812,0.0010000000000000009
55001,4175,-1154,127248,993,-1442,129994,31,19241,127,0,11813,0.001000999999999995
56000,700,4036,128003,-5334,5334,123572,31,19241,127,0,11814,0.0009989999999999999
57000,2791,6330,129734,-1180,2882,128898,40,19240,164,0,11815,0.0010000000000000009
58000,1993,402,127637,162,-1579,126308,46,19235,188,0,11816,0.0010000000000000009
59007,-2097,-951,127385,-3919,-2721,129083,49,19235,188,1,11817,0.001007000000000001
60000,4617,-1201,129229,-1181,-1406,129968,37,19242,201,1,11818,0.0009930000000000008
61001,218,4083,127583,-1770,4586,123647,37,19240,152,1,11819,0.0010010000000000019
62000,3319,7132,128877,-4002,4895,126561,35,19243,143,1,11820,0.0009989999999999999
63000,-1374,2784,128162,508,-49,127811,32,19238,131,1,11821,0.0010000000000000009
64000,-1249,-1538,126554,-2593,-2928,127228,31,19240,127,1,11822,0.0010000000000000009
65003,4127,2024,128011,-5907,2104,128148,33,19240,127,1,11823,0.00100299999999999
66000,1391,6841,128706,4387,6281,124457,35,19239,135,1,11824,0.0009970000000000118
67000,3273,5637,127774,-3480,2879,124277,35,19240,143,0,11825,0.000999999999999987
68000,-1254,-1175,127687,-7766,-4005,131045,41,19240,168,0,11826,0.0010000000000000009
69000,-287,-2579,128073,2833,-3221,128740,38,19244,156,0,11827,0.0010000000000000009
70000,971,2966,127679,-3373,2719,125267,37,19241,152,0,11828,0.0010000000000000009
71000,-1461,6546,129348,-8531,5287,126268,36,19241,147,0,11829,0.0010000000000000009
72002,3845,4126,128142,347,1962,127074,35,19241,147,0,11830,0.0010020000000000029
73000,-671,-376,126887,1725,-2104,126503,30,19241,143,0,11831,0.0009979999999999989
74000,1118,-772,127669,-5795,-2167,129224,30,19242,123,0,11832,0.0010000000000000009
