t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,2239,-854,130520,5061,825,130562,365,19604,1495,1,46560,
1002,-3951,6136,130581,-6984,1570,126031,274,19597,1495,1,46561,0.0010019999999999999
2002,14647,-2791,131101,17873,-2399,136558,368,19600,1122,0,46562,0.001
3000,-9668,-3196,126542,11301,-2892,129855,368,19599,1507,1,46563,0.0009980000000000002
4000,4854,-2200,127357,-29332,1976,120899,428,19596,1753,1,46564,0.001
5000,162,10453,131415,13686,11627,134828,260,19600,1065,0,46565,0.001
6000,3899,4692,124099,24302,1605,117506,331,19602,1356,0,46566,0.001
7000,4598,-4624,120486,-22070,-2032,124793,381,19602,1356,1,46567,0.0009999999999999992
8000,3786,2040,129655,9318,2241,128188,302,19624,1560,0,46568,0.0010000000000000009
9000,8203,13331,121694,12634,17900,103463,302,19594,1237,0,46569,0.0009999999999999992
10000,-1529,7402,120740,1776,5375,127117,349,19598,1429,1,46570,0.0010000000000000009
11000,6654,17489,126901,-5770,15556,113668,265,19620,1085,1,46571,0.0009999999999999992
12000,4933,3586,118835,-2777,2425,128988,360,19603,1474,0,46572,0.0010000000000000009
13000,3383,9007,132420,30315,12740,116260,377,19603,1474,1,46573,0.0009999999999999992
14000,-6020,-10389,125122,-22334,-13353,143153,226,19582,1544,1,46574,0.0009999999999999992
15000,8118,5697,130805,-9454,10573,119884,226,19619,926,0,46575,0.0010000000000000009
16000,4318,9853,129831,20495,6088,132793,362,19606,1483,0,46576,0.0010000000000000009
17000,614,3301,128275,1188,3674,127199,390,19594,1597,1,46577,0.0009999999999999974
18001,7333,5163,134141,-8714,6608,131163,259,19612,1061,0,46578,0.0010010000000000019
19000,-2401,-12901,128502,6038,-10992,146653,367,19612,1061,0,46579,0.0009989999999999999
20006,-6004,9368,133421,11390,10140,120751,414,19603,1503,1,46580,0.001006
21000,1038,886,131002,-22179,-2666,137951,414,19622,1696,1,46581,0.0009939999999999984
22000,5998,-699,131466,2758,244,129282,274,19599,1122,0,46582,0.0010000000000000009
23000,-5148,-2982,128465,38299,1606,130408,342,19596,1401,0,46583,0.0010000000000000009
24002,9184,-4979,124933,-29089,-6321,131258,456,19622,1868,1,46584,0.0010019999999999994
25002,-90,19742,133828,1524,20678,118618,289,19622,1868,0,46585,0.0010000000000000009
26000,6490,-1549,123043,29792,-757,131197,360,19599,1184,0,46586,0.0009979999999999989
27006,1483,-5570,121931,-13999,-8581,104852,360,19587,1474,1,46587,0.001006
28000,-4236,8793,134976,-2815,14946,147315,313,19620,1282,0,46588,0.0009939999999999984
