t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,1564,-3028,127965,-1888,-5940,128479,44,19233,180,1,17529,
1002,540,-6872,128130,-7473,-10108,133199,47,19237,192,1,17530,0.0010019999999999999
2000,163,1475,128525,5387,-941,126385,44,19234,180,1,17531,0.0009980000000000002
3000,301,9378,128147,-2990,6684,123187,41,19234,180,1,17532,0.001
4001,2050,8844,128768,-10990,6076,127588,43,19239,168,1,17533,0.0010010000000000002
5000,-1248,4582,127267,-44,1729,124909,43,19233,176,1,17534,0.0009989999999999999
6000,-1198,-1101,126380,3645,-3436,124802,45,19234,184,1,17535,0.001
7000,2086,-4893,128032,-7760,-8069,131671,53,19235,217,0,17536,0.0009999999999999992
8000,571,-576,128566,-2829,-4873,129771,43,19236,176,0,17537,0.0010000000000000009
9001,3643,4708,127969,5160,2023,123938,46,19236,176,0,17538,0.0010010000000000002
10001,2069,7092,128116,-5076,4799,125606,46,19234,188,0,17539,0.0009999999999999992
11000,-442,1851,127629,-4547,-678,127588,46,19237,188,0,17540,0.0009989999999999999
12000,-641,1097,126458,760,-1527,125118,44,19235,180,0,17541,0.0010000000000000009
13000,1793,1839,127878,-2967,-1047,127565,38,19237,156,0,17542,0.0009999999999999992
14000,1356,3234,128736,-3098,360,128413,42,19236,172,0,17543,0.0009999999999999992
15000,54,2589,127321,1589,29,123714,46,19236,172,0,17544,0.0010000000000000009
16000,1863,1790,127787,-2267,-475,127741,51,19234,188,1,17545,0.0010000000000000009
17001,2396,942,127830,-5424,-1939,129759,51,19236,209,1,17546,0.0010009999999999984
18002,2478,4462,127847,3072,603,123320,39,19235,160,1,17547,0.0010010000000000019
19000,940,2337,128196,-819,210,128674,47,19237,192,1,17548,0.0009979999999999989
20000,-583,-1662,128003,-8394,-4039,129288,47,19236,192,1,17549,0.0010000000000000009
21001,-2037,952,127706,-432,-2654,126075,44,19236,180,1,17550,0.0010009999999999984
22000,-40,5017,127746,1863,2262,125838,42,19234,180,1,17551,0.0009989999999999999
23000,3518,4148,127918,-7421,-255,127839,42,19233,172,1,17552,0.0010000000000000009
24001,2349,2763,128454,-3342,1527,124173,42,19234,172,1,17553,0.0010009999999999984
25000,2029,1829,127967,6083,-3069,129190,43,19237,176,1,17554,0.0009989999999999999
26003,330,-3204,127237,-2880,-4010,128144,51,19233,209,1,17555,0.0010030000000000004
27000,-1794,2375,128893,-6306,-438,127570,55,19233,225,1,17556,0.0009970000000000014
28000,-1664,3080,128021,684,1812,127028,51,19235,225,0,17557,0.0009999999999999974
29000,2946,7967,127433,-2374,4281,123954,46,19233,209,0,17558,0.0010000000000000009
30000,1303,776,128161,-3518,-3527,128634,46,19235,188,0,17559,0.0010000000000000009
31000,2779,-1720,127665,1158,-4725,128123,45,19231,184,0,17560,0.0010000000000000009
32006,2551,-1123,127472,366,-2338,126984,44,19241,180,0,17561,0.001006
33001,939,4415,129881,-3072,1495,128607,42,19241,172,0,17562,0.0009949999999999959
34000,396,1302,127915,-3642,-1563,127828,43,19237,172,0,17563,0.0009989999999999999
35000,-1528,7067,127818,-2189,5350,123666,46,19236,176,0,17564,0.0010000000000000009
36000,500,4564,127662,-3702,270,126791,46,19233,188,0,17565,0.0010000000000000009
37000,1033,-149,127336,-815,-2716,127381,53,19235,217,1,17566,0.0010000000000000009
38002,1544,372,127639,54,-3263,126428,46,19236,188,1,17567,0.0010020000000000029
39002,4572,694,129472,-447,-1553,128568,42,19236,172,1,17568,0.000999999999999994
40000,2020,2506,128685,-2046,-602,128265,44,19236,172,1,17569,0.0009980000000000058
41000,-708,-476,127651,177,-3262,127432,42,19236,180,1,17570,0.000999999999999994
42000,-638,2910,127713,-4424,617,126690,42,19236,172,1,17571,0.0010000000000000009
43000,1063,5342,128003,-4085,2709,125124,38,19235,156,1,17572,0.0010000000000000009
44000,1209,5124,127670,-423,2519,125305,40,19235,164,1,17573,0.0010000000000000009
45003,421,1131,127606,-1332,-1437,126376,44,19234,180,1,17574,0.0010030000000000039
46000,385,1099,128395,-3991,-1935,128023,45,19234,180,0,17575,0.0009969999999999979
47001,1866,39,128077,-217,-3343,129301,46,19236,184,0,17576,0.0010010000000000019
48000,1854,-643,127809,-1105,-3023,127513,46,19236,188,0,17577,0.0009989999999999999
49000,1471,4562,128343,-3797,1959,125050,47,19235,192,0,17578,0.000999999999999994
50000,472,3007,127737,-1577,300,126683,46,19238,188,0,17579,0.0010000000000000009
51000,138,1226,126866,-1722,-1241,126490,44,19235,180,0,17580,0.0010000000000000009
52000,-163,1595,127950,-3366,-1169,128084,42,19235,180,0,17581,0.0010000000000000009
53000,1030,4697,128179,-2849,2159,125378,43,19235,172,0,17582,0.0010000000000000009
54000,1302,3051,128186,618,540,126003,43,19236,176,0,17583,0.0010000000000000009
55000,2415,-304,127829,-2628,-2840,128616,48,19232,197,0,17584,0.0010000000000000009
56000,1042,826,128230,-2917,-2131,127472,50,19233,205,0,17585,0.000999999999999994
57000,-114,2784,128267,-1824,81,126911,59,19233,242,1,17586,0.0010000000000000009
58002,-1904,3303,127994,-3921,789,125664,54,19233,242,1,17587,0.0010020000000000029
59000,1719,2332,127768,-4360,-724,128115,43,19234,221,1,17588,0.0009979999999999989
60000,1233,2597,128466,-309,-259,127174,43,19238,176,1,17589,0.0010000000000000009
61000,1376,739,127523,-835,-1338,126281,43,19238,176,1,17590,0.0010000000000000009
62003,1241,-292,127964,-2454,-3632,128004,42,19236,172,1,17591,0.001002999999999997
63000,1322,3700,128365,-1896,303,127920,41,19234,168,1,17592,0.0009970000000000048
64000,1044,5899,128445,-1836,3155,125390,41,19234,168,1,17593,0.0010000000000000009
65000,-221,3564,127804,-4577,1095,127391,44,19235,168,1,17594,0.0010000000000000009
66000,-1515,-416,127618,-2303,-2750,127583,44,19238,180,0,17595,0.0010000000000000009
67000,2214,-1166,126972,-559,-4062,127512,44,19234,180,0,17596,0.000999999999999987
68000,990,995,128026,-1672,-2375,127613,46,19235,188,0,17597,0.0010000000000000009
69000,2094,4331,128982,-3467,980,127018,44,19236,180,0,17598,0.0010000000000000009
70000,792,3913,127860,-1402,1684,125412,42,19236,172,0,17599,0.0010000000000000009
71001,618,3490,127703,-1674,88,127104,36,19235,172,0,17600,0.0010010000000000019
72000,42,474,127850,-2526,-3320,127612,36,19238,147,0,17601,0.0009989999999999999
73000,507,-341,127044,-2999,-2418,126690,36,19233,147,0,17602,0.0010000000000000009
74000,509,2086,128427,-496,563,126700,42,19231,172,0,17603,0.0010000000000000009
75001,595,4434,128448,-3740,1293,126118,46,19235,188,1,17604,0.0010010000000000019
76000,2413,3310,128087,-3102,285,126710,40,19235,164,1,17605,0.0009989999999999999
77000,971,2512,127759,-1157,-474,127339,45,19232,164,1,17606,0.0010000000000000009
78000,1369,1793,127868,-1135,-939,126724,44,19239,184,1,17607,0.0010000000000000009
79000,338,-1013,127504,-1975,-3766,127374,44,19235,180,1,17608,0.0010000000000000009
80000,771,-155,128029,-2488,-2624,128412,43,19236,176,1,17609,0.0010000000000000009
81000,568,2180,128278,-2572,-165,127152,40,19235,164,1,17610,0.0010000000000000009
82000,486,5402,127932,-2345,3035,125654,40,19235,164,1,17611,0.000999999999999987
83000,-454,4336,128059,-2504,992,126702,39,19235,164,1,17612,0.0010000000000000009
84000,1154,2236,127575,-4087,-646,126850,43,19238,160,1,17613,0.0010000000000000009
85000,714,1393,127630,-2112,-1369,127486,43,19234,176,1,17614,0.0010000000000000009
86000,-23,-15,128226,-1409,-2740,127669,49,19234,201,0,17615,0.0010000000000000009
87002,414,678,128058,-2127,-1607,126865,41,19237,168,0,17616,0.0010020000000000029
