t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,11584,3881,127836,-909,-716,126200,80,19474,328,0,48300,
1000,14087,3395,127226,11715,3684,123795,56,19480,229,0,48301,0.001
2000,13127,3011,127771,178,-4880,126953,97,19477,397,1,48302,0.001
3000,9305,-2764,127487,-2319,-4305,127724,75,19477,397,1,48303,0.001
4000,3943,-4263,127711,3504,-9298,134559,61,19478,307,1,48304,0.001
5001,7369,897,128369,-3197,4674,123986,61,19480,250,0,48305,0.0010009999999999993
6000,5016,10673,131699,-6354,5143,126568,83,19474,340,0,48306,0.0009990000000000008
7002,11664,2509,129913,12831,-557,129882,69,19481,283,0,48307,0.0010019999999999994
8000,5147,-1302,129779,527,-4917,128471,59,19473,242,1,48308,0.0009980000000000006
9000,16116,-5833,130155,-20406,-8676,129630,95,19473,242,1,48309,0.0009999999999999992
10000,4407,3042,133958,15363,1092,130684,70,19480,389,1,48310,0.0010000000000000009
11000,2795,-4528,129585,1420,-9879,136492,70,19481,287,1,48311,0.0009999999999999992
12000,-4135,756,130342,-32349,-606,127372,74,19465,303,0,48312,0.0010000000000000009
13001,3301,10240,132462,954,7839,125043,82,19473,336,0,48313,0.0010009999999999984
14000,2567,5129,128490,9088,236,131605,60,19482,246,0,48314,0.0009989999999999999
15000,10337,173,130704,-16945,-1694,123678,86,19482,352,1,48315,0.0010000000000000009
16002,2891,-3189,131562,-3335,-7392,135444,75,19474,352,1,48316,0.0010019999999999994
17000,5827,-3275,127959,6415,-1592,128698,68,19474,307,1,48317,0.0009979999999999989
18000,-4465,9881,133421,-13913,4993,127075,68,19478,279,1,48318,0.0010000000000000009
19000,2061,-1946,128617,-18471,-3742,131234,100,19466,410,0,48319,0.0010000000000000009
20002,-4190,7973,129364,-3082,4677,124187,81,19482,332,0,48320,0.0010019999999999994
21005,8979,4236,129762,-6836,2571,129415,60,19482,246,0,48321,0.0010030000000000004
