t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,12869,-56,130927,26722,-9296,147792,1000,19185,4096,1,52803,
1000,10156,-10337,130265,-9504,282,129032,763,19130,3125,0,52804,0.001
1998,15146,19286,128592,-13597,1462,118719,774,19130,3125,0,52805,0.0009979999999999998
2999,2953,-9982,132712,25655,-13402,144919,787,19114,3170,1,52806,0.0010010000000000002
3998,7597,1708,137606,-19518,1679,126207,787,19165,3223,0,52807,0.0009989999999999999
4998,13853,-9886,132540,-10970,-22771,151472,862,19145,3530,0,52808,0.001
5998,1733,-13758,129590,17124,-3573,120079,809,19104,3313,1,52809,0.001
6998,11947,-1775,120438,2149,-6261,120002,535,19145,2191,1,52810,0.001
7998,14559,11292,128727,18317,24481,124124,934,19145,2191,0,52811,0.001
8998,1957,-2813,122104,-17040,-7682,120132,899,19148,3825,1,52812,0.0009999999999999992
9998,15785,4987,125616,-26083,16620,114447,899,19126,3682,1,52813,0.0010000000000000009
10998,10017,7727,127815,56014,-6123,131489,619,19140,2535,0,52814,0.0009999999999999992
11998,-2942,-21556,120066,-24057,-27881,126604,789,19138,3232,0,52815,0.0010000000000000009
12998,256,-10661,121200,-27415,-3278,124987,1018,19190,4169,1,52816,0.0009999999999999992
13998,12977,20593,126356,26912,35264,104551,751,19190,3076,0,52817,0.0010000000000000009
14998,20025,53628,127852,-6435,44248,103795,704,19108,3076,0,52818,0.0009999999999999992
15998,5403,-9446,124418,-18078,-25599,138732,782,19127,2883,1,52819,0.0009999999999999992
16998,6900,-16817,125169,-5758,-11470,130345,782,19171,3203,1,52820,0.0010000000000000009
17998,8498,-1743,135610,25171,-3805,135648,817,19144,3346,0,52821,0.0010000000000000009
18998,7496,877,137427,-8505,3014,124041,807,19114,3305,1,52822,0.0009999999999999974
19998,2404,-7789,132697,-15596,-14645,145535,745,19114,3051,1,52823,0.0010000000000000009
20998,10752,-5769,129218,-9453,1553,128857,909,19164,3051,0,52824,0.0010000000000000009
21998,19673,28791,130570,13981,18493,120369,858,19169,3723,0,52825,0.0010000000000000009
22998,108,-7915,129947,9945,-11847,139027,858,19119,3514,1,52826,0.0009999999999999974
23998,11792,-12135,135673,-22690,-9425,131165,572,19147,2343,0,52827,0.0010000000000000009
24999,5494,-20906,130095,13036,-14159,151330,843,19150,3453,0,52828,0.0010010000000000019
25998,10048,-6176,127134,-1055,-6288,124313,908,19150,3719,1,52829,0.0009989999999999999
26998,9170,2781,120572,-9696,3592,115010,692,19152,3719,1,52830,0.0009999999999999974
27998,14809,12328,125741,31856,12845,127187,757,19121,2834,0,52831,0.0010000000000000009
28998,5013,3088,125240,-7779,3826,114009,757,19126,3100,1,52832,0.0010000000000000009
