t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,-7864,-8676,128525,-11405,-14136,132993,151,19390,618,0,54439,
1002,7215,-12397,126795,-749,-11891,131163,111,19387,455,0,54440,0.0010019999999999999
2000,1594,-381,130371,-10553,-3753,132191,109,19387,455,0,54441,0.0009980000000000002
3000,7610,16248,131158,-4201,19996,116792,114,19392,446,0,54442,0.001
4000,3726,11549,125638,1450,6233,124433,114,19381,467,1,54443,0.001
5000,-845,5260,123350,-9018,352,128538,146,19389,598,1,54444,0.001
6000,9535,13349,122468,-6332,13679,116055,100,19392,410,1,54445,0.001
7000,2284,14482,125430,4121,11204,123896,101,19391,414,1,54446,0.0009999999999999992
8000,10020,11971,127639,-4998,7256,119646,102,19391,414,1,54447,0.0010000000000000009
9000,4007,-9298,126653,-9085,-13119,131638,126,19387,418,1,54448,0.0009999999999999992
10014,-849,-17502,126686,5857,-20455,137718,126,19381,516,0,54449,0.001014000000000001
11000,8583,5673,129062,-5909,5372,120314,125,19387,512,0,54450,0.000985999999999999
12000,1241,6175,128724,-11687,5200,127789,108,19389,442,0,54451,0.0010000000000000009
13000,10520,9228,128313,6625,7858,123859,105,19386,430,0,54452,0.0009999999999999992
14000,6652,2917,125484,-3713,40,128513,126,19386,430,0,54453,0.0009999999999999992
15000,1438,3049,127582,-5369,1008,127598,130,19375,516,1,54454,0.0010000000000000009
16000,10120,6149,127341,3176,2293,121631,130,19387,532,1,54455,0.0010000000000000009
17000,4208,-2303,129752,-6440,-5697,134649,99,19391,405,1,54456,0.0009999999999999974
18000,8879,-3525,129263,-3702,-6165,127730,93,19392,381,1,54457,0.0010000000000000009
19000,2994,-3452,128591,873,-6703,128364,108,19391,442,0,54458,0.0010000000000000009
20000,3737,-4441,127706,-1855,-5672,132254,98,19391,442,0,54459,0.0010000000000000009
21000,11802,7321,125946,654,5093,121198,105,19389,401,0,54460,0.0009999999999999974
22000,3512,13489,128964,-7643,11133,121009,105,19391,430,0,54461,0.0010000000000000009
23002,9877,3286,125695,-1090,688,127811,95,19393,389,0,54462,0.0010019999999999994
24002,9322,3587,127695,4135,1234,125223,107,19385,438,0,54463,0.0010000000000000009
25000,2723,-1177,129613,-4161,-4079,128098,150,19374,614,1,54464,0.0009979999999999989
26000,12069,-9250,127164,-1226,-11741,133721,95,19374,389,1,54465,0.0010000000000000009
27003,8320,3283,133054,8107,879,127050,89,19392,389,1,54466,0.0010030000000000004
28002,14058,-7427,129500,-3752,-9961,133669,96,19394,365,1,54467,0.0009989999999999999
29002,7745,-2507,128137,5213,-5593,127677,96,19388,393,0,54468,0.0010000000000000009
30003,3934,3396,129822,1567,-548,128778,110,19392,451,0,54469,0.0010009999999999984
31002,10250,14579,128147,-4190,12373,121125,101,19394,414,0,54470,0.0009989999999999999
32002,3705,10852,130253,-5593,9023,131148,93,19394,381,0,54471,0.0009999999999999974
33000,9811,-3859,127556,3804,-5927,128637,98,19394,381,0,54472,0.0009980000000000058
34000,7085,-10134,126060,942,-12714,130774,83,19391,401,1,54473,0.000999999999999994
35000,12118,-5353,129685,2073,-1119,127069,83,19398,340,1,54474,0.0010000000000000009
36000,10583,3779,129455,2246,5640,121902,108,19395,442,1,54475,0.0010000000000000009
37000,6095,4920,127641,-3416,3481,127842,100,19398,410,1,54476,0.0010000000000000009
38000,8479,8627,128476,1156,2225,125297,96,19398,393,1,54477,0.0010000000000000009
39000,4175,-2846,124472,-1864,-6417,129756,121,19391,393,0,54478,0.0010000000000000009
40000,6066,2838,126694,1236,4733,124218,99,19389,496,0,54479,0.0010000000000000009
41000,11706,11312,129622,1042,6499,122868,99,19391,405,0,54480,0.000999999999999994
42000,10355,4859,129786,-3129,-1422,128070,107,19395,438,0,54481,0.0010000000000000009
43000,8057,-9454,127658,3449,-13990,131601,109,19388,446,0,54482,0.0010000000000000009
44000,3848,-16766,127085,-4054,-22338,135001,136,19385,557,1,54483,0.0010000000000000009
45000,4044,-15299,127937,2009,-11386,132846,95,19385,557,1,54484,0.0010000000000000009
46000,5730,16773,132191,-3279,18407,119439,104,19389,389,1,54485,0.0010000000000000009
47000,10147,22367,129179,-9491,17436,120106,104,19390,426,1,54486,0.0010000000000000009
48000,5605,10653,125657,3499,5275,126188,104,19389,426,1,54487,0.0010000000000000009
49000,5357,-2527,122587,678,-7254,128183,125,19381,512,0,54488,0.000999999999999994
50000,3630,-2699,124670,-8073,-2544,125795,102,19392,418,0,54489,0.0010000000000000009
51000,6463,3748,129503,-2292,3193,125278,113,19392,418,0,54490,0.0010000000000000009
52001,5083,11236,132395,-5835,9486,126426,109,19388,463,0,54491,0.0010010000000000019
53000,3013,8398,130720,-3809,919,124708,109,19386,446,0,54492,0.0009989999999999999
54000,4531,-8338,123824,-6625,-11210,134223,128,19377,524,1,54493,0.0010000000000000009
55000,-311,-2767,124236,2127,-193,127104,161,19389,659,1,54494,0.0010000000000000009
56000,17753,16909,124411,2280,15314,117459,107,19392,438,1,54495,0.000999999999999994
57000,8072,25156,128233,-10254,21540,121329,107,19392,438,1,54496,0.0010000000000000009
58000,7919,12988,128296,6132,8805,124659,117,19391,438,1,54497,0.0010000000000000009
59003,3357,-11850,126683,-4409,-16543,134041,117,19380,479,0,54498,0.0010030000000000039
60000,-1629,-8504,129818,-9245,-13596,129952,152,19387,623,0,54499,0.0009969999999999979
61001,6489,-5939,129879,3566,-7100,129601,110,19385,451,0,54500,0.0010010000000000019
62001,2194,-4827,129332,-16216,-7421,133797,106,19385,434,0,54501,0.0010000000000000009
63000,6556,21179,131018,-2140,19614,118085,117,19385,434,0,54502,0.0009989999999999999
64002,715,11050,124314,3957,8255,127627,151,19381,479,1,54503,0.0010020000000000029
65001,2010,4248,121686,-13520,2506,123090,151,19389,618,1,54504,0.0009989999999999999
66000,12315,18553,125661,-4116,17167,115438,102,19392,418,1,54505,0.0009989999999999999
67000,4842,12134,125114,10137,9705,124894,105,19393,430,1,54506,0.000999999999999987
68001,7596,6829,128190,-10235,3168,119900,100,19386,410,1,54507,0.0010010000000000019
69000,2669,-9931,129192,-9225,-13455,134018,127,19386,410,1,54508,0.0009989999999999999
70000,-681,-16568,126144,8338,-19125,136134,131,19378,520,0,54509,0.0010000000000000009
71002,3224,6557,129926,-10727,3167,120715,109,19386,537,0,54510,0.0010020000000000029
72002,6421,9318,128886,-10706,6840,128637,109,19390,446,0,54511,0.0010000000000000009
73000,11706,10565,126465,10448,8230,123004,106,19388,434,0,54512,0.0009979999999999989
74000,5183,3070,127098,-5110,396,128548,127,19376,520,1,54513,0.0010000000000000009
75000,7598,4810,127571,-3475,1935,124945,122,19376,500,1,54514,0.0010000000000000009
76000,7108,1139,128752,2528,39,132546,97,19390,500,1,54515,0.0010000000000000009
77000,-194,-3953,130379,-7404,-6777,131179,90,19394,397,1,54516,0.0010000000000000009
78000,10462,-2756,129063,-5150,-5020,127187,90,19393,369,1,54517,0.0010000000000000009
79000,827,-7181,127867,-1020,-9857,134314,109,19392,446,0,54518,0.0010000000000000009
80000,9029,1507,128016,2834,-1891,119609,99,19391,405,0,54519,0.0010000000000000009
81000,12502,6900,125767,-900,8999,122040,106,19391,434,0,54520,0.0010000000000000009
82000,4435,11519,128451,-9385,4688,125799,96,19391,434,0,54521,0.000999999999999987
83001,10168,3076,125679,4499,3290,125584,107,19393,393,0,54522,0.0010010000000000019
84000,5169,3520,128431,144,-2044,127270,107,19382,438,0,54523,0.0009989999999999999
85000,3073,-6269,128326,-6064,-11301,133945,153,19378,627,1,54524,0.0010000000000000009
86000,11939,-5096,129495,9997,-4162,128420,97,19392,397,1,54525,0.0010000000000000009
87000,9626,-4151,131493,-4225,-8755,133119,88,19392,360,1,54526,0.0010000000000000009
88000,17025,-9870,127344,4005,-11252,131123,97,19392,360,1,54527,0.0010000000000000009
