t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,5085,129,127424,-2285,-2910,127735,54,19538,287,0,47282,
998,9171,-63,127449,-646,-2134,127671,54,19542,221,0,47283,0.000998
1998,8943,3646,128690,-919,1703,126282,67,19538,274,0,47284,0.0009999999999999998
2998,5983,2962,127915,-2181,-95,126275,69,19541,283,0,47285,0.001
3998,4043,2198,127793,-3409,-1207,128897,68,19544,279,0,47286,0.001
4998,4251,1519,127771,-3865,-355,126049,64,19544,279,0,47287,0.001
5998,7075,3997,127697,-1875,1246,125980,62,19543,262,0,47288,0.001
6998,7517,4848,128408,-317,2087,127025,62,19542,254,0,47289,0.001
7998,6643,518,127777,-1106,-4191,128429,66,19538,270,0,47290,0.001
8999,6777,-1028,127700,-2330,-1142,127992,72,19546,295,0,47291,0.0010010000000000002
9998,5453,3192,128734,-2312,1126,127321,80,19537,328,0,47292,0.0009989999999999999
10998,5280,5306,128479,-4355,3754,125070,88,19537,360,1,47293,0.0009999999999999992
12000,4999,3955,128186,-3166,-838,127744,61,19535,360,1,47294,0.0010020000000000012
13000,7133,1467,127682,618,-3569,127829,61,19544,250,1,47295,0.0009999999999999992
14000,9265,-1205,126851,-372,-1764,126415,64,19543,262,1,47296,0.0009999999999999992
14999,7264,1056,127698,-1310,-146,126787,64,19542,262,1,47297,0.0009990000000000016
16000,5710,5414,129057,-4580,739,128397,64,19541,262,1,47298,0.0010010000000000002
17000,4721,2866,128530,-3115,2944,127348,60,19541,246,1,47299,0.0009999999999999974
18006,6074,4897,127996,-1579,-325,126749,60,19544,246,1,47300,0.001006
18999,5189,3680,127367,-2599,837,124186,67,19543,246,1,47301,0.0009930000000000008
20000,5970,1013,127077,-1717,-2945,127016,67,19539,274,0,47302,0.0010010000000000019
21000,6217,-1818,126454,-578,-4244,129705,51,19543,209,0,47303,0.0009999999999999974
21998,7928,2894,128356,-3875,2686,126481,64,19543,262,0,47304,0.0009980000000000024
23000,4701,5739,128666,-4183,3846,125261,65,19543,266,0,47305,0.0010019999999999994
