t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,9085,11713,126319,-789,-1322,109015,49,19470,201,0,21022,
1002,1152,29243,133242,-5690,35438,134250,64,19460,262,1,21023,0.0010019999999999999
2000,2939,-12439,119645,-10885,-17376,114546,55,19460,262,1,21024,0.0009980000000000002
3000,5610,-16926,119424,3272,-16412,145458,57,19467,225,1,21025,0.001
4000,5552,34042,129342,-9439,22082,104022,57,19464,233,1,21026,0.001
5002,11604,11578,121741,355,14872,117343,44,19470,180,1,21027,0.0010019999999999994
6000,3654,11507,137499,-10947,-10542,133853,54,19465,221,1,21028,0.0009980000000000006
7000,-2196,-7962,121358,524,-2588,125683,89,19460,365,0,21029,0.0009999999999999992
8002,603,-22501,123444,-4370,-24867,142735,61,19460,365,0,21030,0.0010020000000000012
9000,5416,20650,135570,-7139,18665,109394,49,19465,250,0,21031,0.0009979999999999989
10002,11904,2264,120206,-1506,-708,127872,49,19468,201,0,21032,0.0010019999999999994
11000,8567,1061,133862,6354,-2258,136271,54,19466,221,1,21033,0.0009980000000000006
12000,3845,2983,124965,-4552,-433,119041,88,19464,360,1,21034,0.0010000000000000009
13002,4049,1179,125951,-9733,-983,132052,56,19469,229,1,21035,0.0010019999999999994
14000,4070,10093,132567,5716,6676,120926,42,19469,229,1,21036,0.0009979999999999989
15000,15920,-2607,124557,-6362,-6551,132363,44,19472,172,1,21037,0.0010000000000000009
16000,123,-3298,130212,-3822,-5798,128636,44,19469,180,0,21038,0.0010000000000000009
17000,5883,-1685,128713,3625,-3836,124891,54,19468,221,0,21039,0.0009999999999999974
18000,7686,-7277,124618,-4179,-9361,132686,61,19467,250,0,21040,0.0010000000000000009
19000,4604,8358,132201,-6820,6206,120083,44,19471,180,0,21041,0.0010000000000000009
20000,13720,3709,125134,911,1122,130604,44,19471,180,0,21042,0.0010000000000000009
21000,6687,10192,129033,4658,8268,122403,71,19468,180,0,21043,0.0009999999999999974
22000,3936,1010,127571,-4916,-2833,126505,61,19455,291,1,21044,0.0010000000000000009
23000,10147,-1690,127723,-2443,-3372,133071,61,19466,250,1,21045,0.0010000000000000009
24002,12028,983,131923,7225,-1697,126804,43,19473,176,1,21046,0.0010019999999999994
25002,14653,-6256,128044,929,-8886,132182,42,19469,172,1,21047,0.0010000000000000009
26002,6507,-5082,131013,2891,-8096,127876,64,19469,262,0,21048,0.0009999999999999974
27000,9716,-5198,130581,-44,-8367,137117,55,19469,262,0,21049,0.0009980000000000024
28000,6758,9022,129105,-2042,6063,126379,43,19468,225,0,21050,0.0009999999999999974
29000,7636,7265,128885,-1421,4574,125890,43,19474,176,0,21051,0.0010000000000000009
30001,10288,3750,127187,699,1757,125459,42,19472,172,1,21052,0.0010010000000000019
31000,7065,-9529,126369,2953,-11422,131507,51,19471,209,1,21053,0.0009989999999999999
32000,12237,1032,130443,4265,-3290,129945,58,19471,238,1,21054,0.0010000000000000009
33000,6875,5577,129437,-5574,3522,124176,48,19470,238,1,21055,0.0010000000000000009
34000,10320,11031,130147,777,9030,123714,39,19473,197,1,21056,0.000999999999999994
35001,5580,-7163,124644,1582,-8970,130712,39,19473,160,1,21057,0.0010010000000000019
36000,5334,-10149,125175,-1059,-13307,131733,57,19465,233,0,21058,0.0009989999999999999
37000,8590,4294,127949,-67,-321,125951,58,19465,238,0,21059,0.0010000000000000009
38000,7779,14872,129541,-2080,11876,120916,53,19475,217,0,21060,0.0010000000000000009
39000,11749,6800,128874,-104,6158,125216,45,19475,217,0,21061,0.0010000000000000009
40000,6592,-1204,127228,573,-3185,127690,62,19468,184,0,21062,0.0010000000000000009
41001,3136,-4257,125458,-4397,-6642,129604,62,19466,254,1,21063,0.001000999999999995
