t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,-2330,23780,127791,735,9275,122458,306,19190,1253,1,1,
994,-1899,3260,125780,-7674,71,129649,330,19209,1352,1,2,0.0009939999999999999
1995,2843,2445,131643,-6534,-8265,137241,280,19177,1147,1,3,0.001001
2995,4254,-11739,132522,4126,-9619,137846,408,19177,1147,0,4,0.001
3994,-5049,2781,134706,-6552,7029,127456,336,19183,1671,1,5,0.0009990000000000003
4994,-7180,5439,132034,-18621,-5633,139660,200,19182,1376,1,6,0.001
5996,8214,3301,130300,6844,5686,129371,200,19209,819,0,7,0.0010019999999999994
6994,4154,8156,131153,3668,1788,129957,285,19187,1167,0,8,0.0009979999999999998
7994,5937,-1803,130602,633,-10762,132812,364,19173,1491,0,9,0.001
8994,5368,-9780,131199,11555,-10993,132040,387,19173,1585,1,10,0.0010000000000000009
9994,-556,-9550,130375,-6324,-14303,140393,270,19204,1585,0,11,0.0009999999999999992
10996,9596,255,126151,-12322,11589,117379,283,19181,1106,0,12,0.0010019999999999994
11995,2380,27889,132135,22048,14139,121045,283,19184,1159,1,13,0.0009989999999999999
12994,1541,-9268,122337,932,-18484,131316,335,19212,1372,1,14,0.0009989999999999999
13994,568,-7025,125557,-14002,-8009,121166,277,19179,1135,1,15,0.0010000000000000009
14994,7945,-6281,127018,14793,-6096,129353,422,19179,1728,0,16,0.0009999999999999992
15994,-75,7728,124579,4961,13292,108290,345,19186,1728,1,17,0.0009999999999999992
16994,-4524,14105,125611,-19922,1973,125124,200,19175,1413,1,18,0.0010000000000000009
17994,6489,1060,121068,4972,917,122399,200,19203,819,0,19,0.0010000000000000009
18994,474,10807,121078,3495,9047,112379,287,19183,1175,0,20,0.0010000000000000009
19994,805,5817,126357,-6956,546,122547,355,19173,1454,0,21,0.0009999999999999974
20994,-72,-3997,125803,-7254,-8658,127369,415,19201,1700,1,22,0.0010000000000000009
21994,-1024,-5497,126504,-3816,-2642,131224,279,19201,1700,0,23,0.0010000000000000009
22994,-2620,18071,129333,-6881,16758,119490,279,19177,1143,0,24,0.0010000000000000009
23994,-4986,14509,125246,-18511,7154,124288,279,19189,1143,1,25,0.0009999999999999974
24994,-84,7440,129477,1168,3057,129972,330,19207,1352,1,26,0.0010000000000000009
25994,-197,-2444,129565,5675,-9523,135568,289,19185,1184,1,27,0.0010000000000000009
26994,3441,-7074,130750,-15982,-6418,133423,450,19183,1843,0,28,0.0009999999999999974
27994,-3483,3709,136044,397,2601,131149,335,19183,1843,1,29,0.0010000000000000009
28998,-254,8292,132440,-5363,2813,134354,186,19183,1372,1,30,0.0010040000000000014
29996,5995,4551,130770,-7007,-711,134217,186,19207,762,0,31,0.0009979999999999989
30994,174,-592,132097,5174,-4448,131797,270,19186,1106,0,32,0.0009979999999999989
31994,3144,-5100,128522,1551,-7644,131158,359,19178,1470,0,33,0.0010000000000000044
32994,5759,-5959,131502,-2518,-9357,135383,440,19205,1802,1,34,0.000999999999999994
33995,4493,-4916,129910,19920,-4429,131554,264,19205,1802,0,35,0.0010010000000000019
34995,4054,9471,125480,-16419,5378,121510,277,19182,1081,0,36,0.0010000000000000009
35994,8791,12802,129469,-3726,10145,125509,277,19185,1135,1,37,0.0009989999999999999
36994,-405,-5591,126581,32862,-13865,133940,332,19214,1360,1,38,0.0010000000000000009
37994,2239,-18513,119842,-15303,-17751,117654,281,19179,1151,1,39,0.0010000000000000009
38994,-2016,9620,131699,-13447,7421,126972,426,19181,1745,0,40,0.0010000000000000009
39994,7683,-1676,122644,18151,8112,114591,344,19181,1745,1,41,0.000999999999999994
40994,-3920,18451,123087,618,10172,116208,195,19180,1409,1,42,0.0010000000000000009
41994,4914,7831,122159,-17337,-413,122180,195,19203,799,0,43,0.0010000000000000009
42994,2807,5749,121555,7850,5579,115041,278,19185,1139,0,44,0.0010000000000000009
43994,-1973,256,126029,1665,-7706,129070,363,19175,1487,1,45,0.0010000000000000009
44997,-680,-1694,128245,-8427,-1368,124680,459,19211,1880,1,46,0.001002999999999997
45994,-5662,344,127317,-10767,53,129422,262,19211,1880,0,47,0.0009970000000000048
46994,1584,11498,128091,-7422,16477,120171,274,19183,1073,0,48,0.0010000000000000009
47994,-2440,20598,128110,3711,6133,124296,274,19182,1122,1,49,0.000999999999999994
48994,-1092,2131,126883,-8403,841,129187,325,19210,1331,1,50,0.0010000000000000009
49994,-18,985,131594,-9497,-9477,138206,280,19186,1147,1,51,0.0010000000000000009
50994,3740,-9933,131839,8194,-7752,136562,437,19187,1790,0,52,0.0010000000000000009
51996,-4206,5531,134801,-9398,8398,126640,339,19187,1388,1,53,0.0010020000000000029
52994,-6803,5285,131595,-20259,-6324,140128,219,19176,1388,1,54,0.0009979999999999989
53994,8977,3456,129297,13096,4698,129046,271,19204,897,0,55,0.0010000000000000009
54994,5852,7019,131703,934,1350,130139,271,19185,1110,0,56,0.000999999999999994
55994,4857,-4971,130424,-528,-13076,134178,350,19173,1433,1,57,0.0010000000000000009
56994,5305,-9717,130640,13569,-10764,131938,433,19208,1773,1,58,0.0010000000000000009
57994,2013,-8232,129651,-5157,-11744,138890,268,19208,1098,0,59,0.0010000000000000009
58994,6947,3963,126397,-14974,14990,115040,287,19180,1098,0,60,0.0010000000000000009
59994,2329,27951,131618,22876,11303,122360,321,19185,1175,1,61,0.0010000000000000009
60994,2863,-13003,121894,5145,-18411,130360,321,19208,1315,1,62,0.0010000000000000009
61994,185,-6036,125726,-15069,-8101,121657,274,19188,1122,0,63,0.0010000000000000009
62994,6632,-8701,126222,15324,-8462,130507,431,19190,1765,0,64,0.000999999999999994
63994,1687,11245,125163,3339,16744,105421,347,19190,1421,1,65,0.0010000000000000009
64994,-4753,14970,125493,-20829,1657,127196,227,19171,1421,1,66,0.0010000000000000009
65994,5237,1233,120583,6578,1770,120248,264,19206,930,0,67,0.0010000000000000009
66994,1044,10581,122268,2853,7703,113669,264,19183,1081,0,68,0.0010000000000000009
67994,-784,2228,125622,-6400,-2001,124119,349,19175,1429,1,69,0.0010000000000000009
68995,-319,-1673,126435,-7872,-5301,124954,461,19215,1888,1,70,0.0010010000000000019
69994,966,-3804,127048,-4358,-1903,132783,263,19177,1077,0,71,0.0009989999999999999
70994,-2047,16743,128483,-7405,14985,119460,291,19177,1077,0,72,0.0010000000000000009
71994,-6128,14994,125892,-14979,9353,122786,315,19182,1192,1,73,0.0010000000000000009
72994,1337,6840,129804,-2039,2323,131075,315,19205,1290,1,74,0.0010000000000000009
73994,545,-4412,129905,6272,-10630,136167,267,19186,1094,0,75,0.000999999999999987
74996,2473,-6029,131436,-11792,-6268,134284,415,19188,1700,0,76,0.0010020000000000029
75995,-1193,3014,134854,-4521,2063,130746,339,19176,1388,1,77,0.0009989999999999999
76996,-1287,8112,132465,-4490,2587,135087,205,19176,1388,1,78,0.0010010000000000019
77994,5638,3126,130384,-3597,-259,133787,263,19206,840,0,79,0.0009979999999999989
78996,911,1924,131846,24,-1634,129857,263,19185,1077,0,80,0.0010020000000000029
79994,1403,-4332,130110,4140,-7392,132491,352,19169,1442,1,81,0.0009979999999999989
80994,7086,-10240,129821,1547,-14354,137228,450,19209,1843,1,82,0.0010000000000000009
81994,2679,-2734,129903,13925,-2157,123875,266,19183,1089,0,83,0.0010000000000000009
82994,8248,10321,126578,-21485,5545,120373,309,19183,1089,0,84,0.0010000000000000009
83996,5363,14210,129936,8950,11873,125995,321,19193,1266,1,85,0.0010020000000000029
84994,1967,-10475,124941,25815,-17831,133632,321,19197,1315,1,86,0.0009979999999999989
85994,258,-15795,120947,-19265,4077,116721,283,19187,1159,0,87,0.0010000000000000009
86996,-1126,8969,131324,-6185,-3606,128266,414,19189,1696,0,88,0.001001999999999989
87994,7605,-1870,121849,18652,10715,113096,342,19182,1401,1,89,0.0009980000000000128
88996,-6057,20307,124183,-5564,9582,117609,226,19182,1401,1,90,0.001001999999999989
89994,6622,5702,122518,-16961,28,120805,260,19208,926,0,91,0.0009979999999999989
90994,1023,6532,121945,12258,3460,116211,260,19183,1065,0,92,0.0010000000000000009
91994,157,-2666,126108,-12360,-7663,129237,355,19175,1454,1,93,0.0010000000000000009
92994,-5201,-168,128032,-7106,26,124172,453,19204,1855,1,94,0.0010000000000000009
93995,-1768,430,126662,-10339,-265,130917,262,19187,1073,0,95,0.0010010000000000019
94994,522,12649,128296,-6207,17349,118639,311,19187,1274,0,96,0.0009989999999999999
95994,-4715,18536,127135,1873,4604,124501,315,19189,1274,1,97,0.0010000000000000009
96996,2302,3788,126934,-7647,3733,127673,281,19199,1290,1,98,0.0010020000000000029
97994,113,19,132575,-8253,-12818,140435,281,19180,1151,0,99,0.0009979999999999989
98996,3898,-11648,131345,6858,-6991,135751,408,19179,1671,0,100,0.0010020000000000029
99994,-5562,8260,135052,-9760,6307,128962,338,19179,1384,1,101,0.0009979999999999989
100994,-5394,1020,131260,-19378,-6181,139197,240,19179,983,1,102,0.0010000000000000009
101994,7867,5625,130344,15946,5786,127349,256,19206,983,0,103,0.0010000000000000009
102994,5501,7120,131699,1254,1176,129831,347,19190,1049,0,104,0.0010000000000000009
103994,5416,-6041,130316,-3337,-13461,133291,347,19179,1421,1,105,0.000999999999999987
104994,2518,-10230,130141,16957,-13051,135116,436,19201,1786,1,106,0.0010000000000000009
105995,5172,-7348,128227,-7197,-8002,134989,252,19188,1032,0,107,0.0010010000000000019
106994,5705,10583,128286,-15493,17026,113739,293,19188,1200,0,108,0.0009989999999999999
107994,1554,21688,130935,28725,5279,126117,317,19187,1200,1,109,0.0010000000000000009
108995,3592,-16546,120634,2959,-20040,129181,268,19200,1298,1,110,0.0010010000000000019
109994,-50,-6870,126715,-18234,-7158,122281,268,19182,1098,0,111,0.0009989999999999999
110994,5988,-3747,126545,18455,-5219,128779,403,19185,1651,0,112,0.0010000000000000009
111996,564,12705,124211,445,17231,106395,343,19173,1405,1,113,0.0010020000000000029
112994,-3990,14799,125728,-21030,2315,127422,257,19207,1053,1,114,0.0009979999999999989
113994,2986,480,120384,9802,714,119311,253,19207,1053,0,115,0.0010000000000000009
114994,1653,10007,122346,3366,8782,112497,345,19181,1036,0,116,0.0010000000000000009
115994,627,1495,126725,-8453,-3773,125686,345,19174,1413,1,117,0.0010000000000000009
116994,-2438,-3531,125950,-7482,-6490,126074,434,19200,1778,1,118,0.0010000000000000009
117994,3426,24,127559,-2349,1464,131273,259,19195,1061,0,119,0.000999999999999987
118994,-4153,17389,128429,-11283,14544,119915,305,19190,1249,0,120,0.0010000000000000009
119994,-6367,14146,126733,-14861,9547,122219,312,19190,1249,1,121,0.0010000000000000009
120994,2836,6195,129917,4027,2003,132080,263,19200,1278,1,122,0.0010000000000000009
121994,1673,-8070,129726,4902,-13889,137385,263,19182,1077,0,123,0.0010000000000000009
122994,705,-6369,131399,-14004,-5826,133224,393,19177,1610,0,124,0.0010000000000000009
123994,-1709,7516,134664,-4556,5654,130132,339,19181,1388,1,125,0.0010000000000000009
124994,401,8971,132274,-4679,2238,136198,253,19206,1036,1,126,0.0010000000000000009
125994,1382,2460,131214,-1773,213,132212,256,19206,1036,0,127,0.0010000000000000009
126994,2887,812,130923,-1850,-3706,130793,338,19185,1049,0,128,0.0010000000000000009
127994,4029,-7283,129967,7247,-10016,133157,338,19176,1384,1,129,0.0010000000000000009
128994,6977,-11116,129765,5465,-14119,134722,428,19201,1753,1,130,0.0010000000000000009
129994,2847,-24,128801,5320,-306,124303,261,19190,1069,0,131,0.0010000000000000009
130995,7793,12302,127111,-22617,7545,118633,316,19187,1294,0,132,0.0010010000000000019
131994,1082,15719,131374,18245,13460,127442,305,19187,1294,1,133,0.0009989999999999999
132994,1409,-15083,121943,16068,-21157,131082,251,19200,1249,1,134,0.0010000000000000009
133994,918,-11168,123544,-18604,3114,118234,251,19189,1028,0,135,0.0010000000000000009
134996,2265,4354,130004,2478,-5421,128195,380,19174,1556,0,136,0.0010020000000000029
135994,7106,1352,121404,16677,11247,112737,347,19176,1421,1,137,0.0009979999999999989
136995,-6857,19441,125332,-11150,8355,119941,295,19212,1208,1,138,0.0010010000000000019
137994,4568,5935,122106,2616,3689,118576,246,19212,1208,0,139,0.0009989999999999999
138994,-116,9075,122618,10924,2837,117519,331,19183,1008,0,140,0.0010000000000000009
139996,2735,-3883,125994,-10174,-8312,128178,422,19175,1356,1,141,0.0010019999999999751
140997,-6898,-2944,126780,-8908,-4174,126565,422,19203,1728,1,142,0.0010010000000000019
141997,1647,187,126491,-7750,4235,128490,263,19188,1077,0,143,0.0010000000000000009
142994,36,19009,129673,-3083,19473,117986,324,19188,1327,0,144,0.0009969999999999979
143995,-5495,14870,127400,-3743,2373,126792,308,19188,1261,1,145,0.0010010000000000019
144994,-40,3429,127655,-8580,1949,128968,247,19195,1261,1,146,0.0009989999999999999
145994,4400,-3685,132391,-2606,-13788,140928,373,19196,1012,0,147,0.0010000000000000009
146994,3016,-9809,131810,8751,-4020,132388,373,19175,1528,0,148,0.0010000000000000009
147994,-5854,8788,134182,-16642,2409,132419,341,19178,1397,1,149,0.0010000000000000009
148994,-3587,-1082,130553,-12030,-3813,138434,278,19205,1139,1,150,0.0010000000000000009
149994,3594,10149,131595,13866,8411,126562,248,19205,1016,0,151,0.0010000000000000009
150994,5628,7218,130738,-3216,900,130028,336,19188,1016,0,152,0.0010000000000000009
151996,7986,-7298,129899,5681,-13575,132112,421,19176,1376,1,153,0.0010020000000000029
152994,533,-11595,129945,13912,-15467,137133,421,19189,1724,1,154,0.0009979999999999989
153994,8044,-13711,125786,-12865,-12887,135661,274,19189,1122,0,155,0.0010000000000000009
154994,3824,17962,131816,295,24752,111427,323,19183,1323,0,156,0.0010000000000000009
155995,-1394,16263,128798,20202,-2587,128794,316,19183,1294,1,157,0.0010010000000000019
156994,694,-12133,119859,-7265,-10000,123416,256,19195,1294,1,158,0.0009989999999999999
157994,3907,-5657,127336,-6122,-11571,128207,373,19183,1049,0,159,0.0010000000000000009
158994,6635,-6919,123628,21215,-2425,121965,373,19180,1528,0,160,0.0010000000000000009
159994,-825,17722,125988,-6402,15026,109066,347,19181,1421,1,161,0.0010000000000000009
160994,-296,4271,124322,-15620,-5078,131896,292,19209,1196,1,162,0.0010000000000000009
161996,-216,5710,121236,13059,7438,114576,248,19186,1016,0,163,0.0010020000000000029
162994,-1993,13055,124413,-5259,9699,116030,336,19186,1016,0,164,0.0009979999999999989
163994,492,3094,126885,-7212,-2182,122769,414,19174,1376,1,165,0.0010000000000000009
164994,-2812,-8026,125427,-2853,-11843,129888,414,19195,1696,1,166,0.0010000000000000009
165994,4337,1295,128141,-3537,4980,127476,260,19193,1065,0,167,0.0010000000000000009
166994,-5612,19369,128465,-16907,13428,118927,317,19185,1298,0,168,0.0010000000000000009
167994,-3943,11409,127900,-6979,8030,125134,313,19198,1282,1,169,0.0010000000000000009
168994,-2857,6296,129212,7523,2328,131738,260,19198,1282,1,170,0.0010000000000000009
169994,2266,-7410,129092,-12205,-10737,136279,367,19192,1065,0,171,0.0009999999999999731
170994,1927,-551,133787,-4912,-1282,131166,367,19175,1503,0,172,0.0010000000000000009
171994,1541,4070,133647,2416,171,133616,341,19181,1397,1,173,0.0010000000000000009
172994,1477,1840,131032,-9367,-4466,137448,287,19210,1175,1,174,0.0010000000000000009
173996,-1405,2225,132353,1461,117,131617,239,19190,979,0,175,0.0010020000000000029
174996,4635,2940,128703,-1520,436,130508,323,19190,979,0,176,0.0010000000000000009
175994,1225,309,130953,3631,-3449,132414,403,19173,1323,1,177,0.0009979999999999989
176994,7714,-10694,130144,359,-14433,135892,403,19194,1651,1,178,0.0010000000000000009
177994,2501,-4018,127679,16532,-4314,124978,252,19193,1032,0,179,0.0010000000000000009
178994,6331,6548,127068,-19904,505,123759,312,19189,1278,0,180,0.0010000000000000009
179994,5038,11056,130348,6811,7309,122036,311,19194,1274,1,181,0.0010000000000000009
180994,20,-3867,124417,26442,-17864,129834,257,19194,1274,1,182,0.0010000000000000009
181994,2373,-9553,123702,-19174,-520,120117,366,19181,1053,0,183,0.0010000000000000009
182994,-2432,311,129056,-5647,-8534,128723,366,19177,1499,0,184,0.0010000000000000009
183994,8215,-604,120950,16991,9687,113966,340,19186,1393,1,185,0.0010000000000000009
184994,-5537,20735,124821,-15302,11928,115534,311,19210,1274,1,186,0.0010000000000000009
185994,4503,7026,123603,-2554,26,121582,250,19183,1024,0,187,0.0010000000000000009
186996,-560,4215,120850,9612,1609,118480,328,19183,1343,0,188,0.0010020000000000029
187994,907,570,125800,-9200,-589,124299,407,19179,1343,1,189,0.0009979999999999989
188994,-4625,2744,128494,-7803,-2565,126047,253,19179,1667,1,190,0.0010000000000000009
189994,-738,-3020,125859,-6802,-4116,132062,253,19190,1036,0,191,0.0010000000000000009
190996,1870,14045,128884,-4310,16291,119452,311,19189,1274,0,192,0.0010020000000000029
191994,-5103,15405,128889,-1355,4333,125042,302,19194,1237,1,193,0.0009979999999999989
192994,-612,4031,127439,-7624,1822,128890,235,19194,962,1,194,0.0010000000000000009
193994,2740,-1828,132025,-8494,-9296,138295,347,19189,962,0,195,0.0010000000000000009
194994,2011,-6248,132607,6071,-2072,133728,336,19173,1421,0,196,0.0010000000000000009
195997,-4324,7969,133731,-5848,454,133019,336,19182,1376,1,197,0.0010030000000000039
196994,-4265,-1823,130801,-15416,-6348,137458,284,19209,1163,1,198,0.0009969999999999979
197994,7081,4760,132179,10849,3532,130034,241,19189,987,0,199,0.0010000000000000009
198994,2559,6496,131613,5322,1949,129655,326,19189,1335,0,200,0.0010000000000000009
199994,6943,-4764,129237,-5477,-10427,131155,402,19173,1335,1,201,0.0009999999999999731
200995,-1621,-8542,130698,16569,-10638,135299,252,19187,1646,1,202,0.0010010000000000019
201994,5850,-9098,125843,-7457,-12144,135015,252,19197,1032,0,203,0.0009989999999999999
202995,7096,13533,129676,-2873,18667,113398,303,19190,1241,0,204,0.0010010000000000019
203994,-388,14408,130149,26964,-2776,129449,315,19191,1290,1,205,0.0009989999999999999
204994,2172,-16962,118531,-8683,-13547,125001,234,19190,958,1,206,0.0010000000000000009
205996,2429,-846,127650,-10118,-3125,123235,348,19190,958,0,207,0.0010020000000000029
206994,7152,-3269,124498,22883,-2228,124703,342,19170,1425,0,208,0.0009979999999999989
207994,-2571,14743,123997,-5629,12997,109055,342,19178,1401,1,209,0.0010000000000000009
208994,-2529,5883,124888,-16477,-2879,129985,299,19206,1225,1,210,0.0010000000000000009
209994,3307,4120,121631,13810,3440,117447,240,19190,983,0,211,0.0010000000000000009
210994,-3245,9972,124716,-487,7756,115365,322,19171,1319,0,212,0.0010000000000000009
211994,-685,3423,128130,-12663,-505,124131,404,19171,1319,1,213,0.0010000000000000009
212994,-4345,-5735,125192,-5139,-10535,129289,261,19184,1655,1,214,0.0010000000000000009
213995,-288,5405,129276,-275,8311,125414,261,19194,1069,0,215,0.0010010000000000019
214994,-5093,20046,128880,-19681,12197,120332,314,19186,1286,0,216,0.0009989999999999999
215994,-3136,5719,126603,89,1876,127652,313,19188,1282,1,217,0.0010000000000000009
216994,-1088,5171,130602,4786,3435,130044,257,19187,1053,1,218,0.0010000000000000009
217995,3565,-7209,128964,-15607,-10152,136880,355,19187,1053,0,219,0.0010010000000000019
218994,2938,4034,134924,941,1956,129751,341,19175,1454,0,220,0.0009989999999999999
219994,-90,1157,133571,1044,-3192,135590,341,19180,1397,1,221,0.0010000000000000009
220994,-1682,-454,129443,-9330,-5384,136032,313,19210,1282,1,222,0.0010000000000000009
221994,2564,5361,132735,476,904,132809,237,19193,971,0,223,0.0010000000000000009
222995,2835,-952,129036,1813,-1010,127602,314,19172,1286,0,224,0.0010010000000000019
223996,1733,4386,131381,2531,1065,133032,394,19172,1286,1,225,0.0010010000000000019
