t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,-681,258,130209,-7829,-3744,131078,46,19640,188,0,42322,
1002,3085,1730,129840,-1467,3353,125838,42,19640,172,1,42323,0.0010019999999999999
2000,11896,6628,128753,1717,3390,123494,34,19637,139,1,42324,0.0009980000000000002
3000,15312,7099,126895,9318,5319,121504,36,19637,139,1,42325,0.001
4000,12382,1813,125107,-781,-5759,127460,41,19637,147,1,42326,0.001
5000,5073,-2974,125890,-4996,-3610,128314,41,19638,168,1,42327,0.001
6002,-3110,-141,128995,-10673,-4053,133439,40,19637,164,1,42328,0.0010019999999999994
7002,2338,796,130159,-3608,2341,128662,33,19642,135,1,42329,0.001
8000,3942,8348,130221,-1964,4022,124685,27,19643,111,1,42330,0.0009980000000000006
9001,12723,5345,127135,4710,3924,121862,32,19643,131,1,42331,0.0010010000000000002
10000,11967,6414,125338,5204,1427,121843,37,19639,131,0,42332,0.0009989999999999999
11000,12633,-2516,124697,-3920,-7193,129328,47,19640,152,0,42333,0.0009999999999999992
12001,2176,741,127706,-4783,548,127639,47,19635,192,0,42334,0.0010010000000000002
13000,-2265,967,130393,-10123,-5395,135128,45,19638,184,0,42335,0.0009989999999999999
14000,-542,49,130183,-4317,585,128294,34,19640,139,0,42336,0.0009999999999999992
15000,7897,4968,129052,426,913,125903,29,19640,119,0,42337,0.0010000000000000009
16000,15288,4401,125307,8472,7339,118179,32,19643,119,0,42338,0.0010000000000000009
17001,12691,11523,126240,-171,2119,122286,39,19641,131,0,42339,0.0010009999999999984
18000,10042,-6676,124583,-3452,-6680,130148,39,19639,160,0,42340,0.0009989999999999999
19000,-1118,4278,129717,-6782,-702,130700,45,19640,184,0,42341,0.0010000000000000009
20000,-1482,-5666,129559,-7811,-6484,135891,44,19640,180,0,42342,0.0010000000000000009
21000,-273,9748,131907,-3098,7060,123458,41,19640,168,1,42343,0.0009999999999999974
22001,12368,-4348,125932,1205,-7138,129545,37,19639,168,1,42344,0.0010010000000000019
23000,14558,14989,127500,7114,15987,111512,39,19640,152,1,42345,0.0009989999999999999
24000,15835,-2956,123654,-1832,-10521,131318,39,19638,160,1,42346,0.0010000000000000009
25000,3979,1673,126948,-3425,3621,123836,42,19637,172,1,42347,0.0009999999999999974
26000,-2181,-2088,129758,-10386,-11841,140517,37,19640,152,1,42348,0.0010000000000000009
27002,-2748,-105,130491,-4001,5758,127437,30,19642,123,1,42349,0.0010019999999999994
28002,4956,9177,130466,-2549,-1575,129266,30,19642,123,1,42350,0.0010000000000000009
29000,13231,-1980,124874,4422,3901,118850,34,19639,123,1,42351,0.0009979999999999989
30000,15260,18371,127407,1590,8900,116427,34,19638,139,0,42352,0.0010000000000000009
31000,11229,-12267,122443,-263,-12484,133619,40,19641,164,0,42353,0.0010000000000000009
32000,-194,12047,130686,-8440,7387,122801,46,19634,188,0,42354,0.0010000000000000009
33000,-4676,-13280,128590,-7834,-16858,145578,38,19639,156,0,42355,0.0010000000000000009
34000,-797,15285,132793,-5063,13588,119155,28,19639,156,0,42356,0.000999999999999994
35000,9956,-9246,126036,3630,-13830,136575,28,19641,115,0,42357,0.0010000000000000009
36000,15801,15745,127023,2691,17533,106568,28,19640,115,0,42358,0.0010000000000000009
37002,15962,2809,124521,1307,-3692,127082,34,19636,139,0,42359,0.0010020000000000029
38000,5400,1697,126914,-4247,1833,122578,42,19635,172,0,42360,0.0009979999999999989
39002,-2173,-676,129892,-6385,-6719,144917,46,19637,188,1,42361,0.001001999999999996
40002,-7337,-4090,130063,-7353,-4273,122080,32,19637,188,1,42362,0.0010000000000000009
41000,8233,9592,131031,-3436,5425,132597,30,19643,131,1,42363,0.0009979999999999989
42000,11494,-5464,125377,8908,-6512,112826,30,19642,123,1,42364,0.0010000000000000009
43000,22491,16334,127101,-1540,-1157,123744,34,19641,139,1,42365,0.0010000000000000009
44000,7482,-6905,123939,3149,833,127187,41,19639,168,1,42366,0.0010000000000000009
45001,3594,8744,129262,-9291,-4320,133075,40,19639,164,1,42367,0.0010010000000000019
46001,-8779,-8679,129003,-4296,-3029,134966,34,19639,164,1,42368,0.0010000000000000009
47000,-657,11713,131885,-6798,4158,126290,30,19645,139,1,42369,0.0009989999999999999
48001,7078,-5180,126172,6862,-5059,125877,30,19644,123,1,42370,0.001000999999999995
49000,17045,11316,126865,-6586,11129,112601,34,19639,139,1,42371,0.0009989999999999999
50000,18040,2358,124801,9562,-2647,128283,44,19632,180,0,42372,0.0010000000000000009
51000,1491,4651,127323,-9603,-1938,129469,42,19637,172,0,42373,0.0010000000000000009
52000,729,-7888,128154,-11003,-8718,135686,43,19637,172,0,42374,0.0010000000000000009
53000,-11584,6124,132112,-4906,4737,128545,32,19635,176,0,42375,0.0010000000000000009
54000,8270,-124,128168,4738,-5502,130973,32,19641,131,0,42376,0.0010000000000000009
55000,5567,6566,127180,-5396,10355,113345,26,19642,106,0,42377,0.0010000000000000009
56000,22755,4414,125109,-5264,-3380,126386,31,19641,127,0,42378,0.000999999999999994
57000,11844,7808,125997,16195,11496,119505,39,19639,160,0,42379,0.0010000000000000009
58000,1380,1015,128704,-13267,-15275,141131,45,19639,184,0,42380,0.0010000000000000009
59000,-2244,-11267,127662,-8982,-2864,127681,45,19636,184,1,42381,0.0010000000000000009
60000,-3839,10448,132323,787,2118,130975,30,19644,184,1,42382,0.0010000000000000009
61000,12540,-3131,126549,1665,1958,123876,30,19644,123,1,42383,0.0010000000000000009
62000,9382,18259,129044,-5930,10622,113980,32,19640,131,1,42384,0.0010000000000000009
63000,17290,-9173,123991,-4215,-12511,136063,39,19639,160,1,42385,0.0010000000000000009
64001,1311,7954,127295,9444,8378,118649,39,19639,160,1,42386,0.0010010000000000019
65000,274,-10680,126673,-10257,-18156,142872,37,19640,160,1,42387,0.0009989999999999999
66000,1939,13433,130574,-2866,19043,115296,29,19643,152,1,42388,0.0010000000000000009
67000,5355,1928,127422,1638,-9045,137951,29,19642,119,1,42389,0.000999999999999987
68001,17225,11403,129048,-7244,17511,110299,30,19641,123,1,42390,0.0010010000000000019
69000,9751,-1255,126277,4868,-15495,133771,38,19639,156,0,42391,0.0009989999999999999
70000,7215,-7793,126209,1952,-3393,127984,42,19636,172,0,42392,0.0010000000000000009
