t_us,ax,ay,az,ax1,ay1,az1,shunt_raw,bus_raw,curr_raw,pg_rpm,seq,dt
0,2953,1026,125988,6371,2855,124226,74,19584,303,1,56843,
1001,1372,14511,128109,-7468,11760,120240,80,19579,328,1,56844,0.001001
2000,4474,6118,128796,1525,-4174,128743,80,19582,328,1,56845,0.000999
3000,929,-8136,125046,1658,-9381,131690,73,19582,328,1,56846,0.001
4000,1753,4141,130800,-11437,3624,125272,72,19584,299,1,56847,0.001
5000,855,3315,129050,7189,-3029,128034,72,19584,295,1,56848,0.001
6000,-1235,-3366,127030,1903,-6841,127573,82,19584,336,1,56849,0.001
7000,-1734,1363,127782,-11502,749,127653,92,19580,377,0,56850,0.0009999999999999992
8000,-424,8314,127797,3899,5570,124463,59,19587,242,0,56851,0.0010000000000000009
9000,5994,7104,128384,4438,4394,124634,73,19587,242,0,56852,0.0009999999999999992
10000,1938,6747,128927,-3105,782,124071,76,19583,299,0,56853,0.0010000000000000009
11001,154,-5425,126360,1578,-7075,130028,76,19585,311,0,56854,0.0010010000000000002
12000,633,-2278,129624,2428,-7337,133170,76,19586,311,0,56855,0.0009989999999999999
13000,2379,-274,126668,-5220,-1854,123875,79,19583,324,0,56856,0.0009999999999999992
14000,320,9779,128636,20,7555,124555,77,19586,315,0,56857,0.0009999999999999992
15000,-830,9152,128992,-2293,3915,124151,80,19586,315,0,56858,0.0010000000000000009
16000,3542,-2077,126711,-1737,-7905,130859,81,19581,328,1,56859,0.0010000000000000009
17000,-307,-4947,127467,3510,-4379,130853,81,19583,332,1,56860,0.0009999999999999974
18000,5282,11313,129436,-2750,7611,120591,56,19585,229,1,56861,0.0010000000000000009
19000,1905,151,127107,-2066,-4992,129358,77,19583,315,1,56862,0.0010000000000000009
20000,-1863,-576,127226,3233,-3791,129369,86,19586,352,1,56863,0.0010000000000000009
21000,-8,1582,126879,-4568,-1553,126267,85,19586,352,1,56864,0.0009999999999999974
22000,-113,10172,128776,-6863,7999,123360,81,19581,348,1,56865,0.0010000000000000009
23000,3593,3031,128766,6605,1719,129356,81,19585,332,1,56866,0.0010000000000000009
24001,828,-7007,125683,-422,-8619,126167,79,19583,324,1,56867,0.0010009999999999984
25000,1311,-52,128559,-3885,-3929,129722,79,19582,324,1,56868,0.0009989999999999999
26000,392,-1881,127507,4433,-4339,132469,88,19580,360,1,56869,0.0010000000000000009
27000,3018,10056,128011,-1139,8072,121040,97,19580,397,1,56870,0.0010000000000000009
28002,-409,8586,128156,-660,5304,127477,96,19577,397,0,56871,0.0010019999999999994
